scenario_id,U_max,U_mean,U_min,U_std,U_at_0,U_trend,U_persistence_high,U_max_gradient,U_integral,U_x_mean,U_y_mean,U_x_max,U_y_max,U_x_std,U_y_std,DU_dominant,DU_spread,Wind_veering,U_vector_magnitude,Onshore_wind_mean,Onshore_wind_max,S_max,S_mean,Hs_mean,Hs_max,Tp_mean,Tp_max,Tp_p90,Tp_std,sinDp_mean,cosDp_mean,Dp_concentration,Tp_max_x_sinDp_mean,Tp_max_x_cosDp_mean,NMmax,NMmean,NMrange,NMslope,Tmax,T_integral,Tslopemax,T_skewness,Tstd
11,14.1,13.408378378378378,12.92,0.3351604175293547,13.39,-0.7999999999999989,0.0,0.1199999999999992,4824.099999999999,-6.164917009105852,-11.445335788480204,-0.1462381912188075,-8.634209336234605,3.041816895030965,1.281553814757312,241.69131283273265,0.2486955824865202,51.610000000000014,13.000073578262104,11.445335788480206,13.299196005451948,0.71,0.5218918918918919,2.615945945945946,2.97,17.93378378378378,18.44,18.404,0.3247647909899781,-0.9390347351003762,-0.3392462199825343,0.9984358925326512,-17.315800515250938,-6.255700296477934,1.37,1.3699999999999997,0.0,0.0,2.44,59.585,0.2299999999999999,-0.5798067960956741,0.709755253652733
12,13.62,12.245945945945945,10.54,1.077866911153339,12.37,2.640000000000001,0.0,0.200000000000001,4412.4,-11.964490916225468,-0.5663654970133333,-10.322126137673294,4.924515145729752,1.099893239949253,2.538781457560746,182.7101986236053,0.2103930346398563,-33.609999999999985,11.977888493413555,0.5663654970133359,2.821005417110284,0.34,0.3159459459459459,4.071621621621622,4.54,7.76945945945946,8.15,8.124,0.2389271736375135,-0.9961675653821448,0.0470083655234957,0.9972760925383604,-8.118765657864481,0.3831181790164905,1.9,1.9000000000000004,0.0,0.0,2.23,54.855,0.22,-0.6282904590815387,0.6554981823439677
13,16.5,16.24891891891892,16.0,0.1615596916511009,16.0,0.0599999999999987,97.29729729729728,0.0899999999999998,5848.6,-1.3286881740238832,15.718908230175186,4.883363601126454,16.315468314504148,3.8685308537197662,0.4883117743057947,94.83161331469763,0.2433197655357595,-45.38,15.774963968658062,-15.718908230175186,-14.269648901875009,0.51,0.5008108108108108,5.463243243243243,5.72,18.688918918918915,19.15,18.834,0.134441462872775,-0.9058573992236568,-0.4203551543262188,0.9986371130179704,-17.347169195133027,-8.04980120534709,1.57,1.57,0.0,0.0,1.94,47.095000000000006,0.19,-0.5718678861338652,0.5773481605288386
14,19.08,17.538378378378383,16.79,0.710525171258531,17.02,1.8699999999999972,100.0,0.1600000000000001,6307.750000000002,12.57824198180512,-10.309294951768432,17.057226250490494,-2.288041223312653,4.361279855908422,4.958333028872374,320.6614966269475,0.3885427900297172,-73.29000000000002,16.263263318147526,10.30929495176843,18.84143289115516,0.48,0.4751351351351351,5.698648648648648,5.9,11.65783783783784,12.15,12.14,0.3441647557621766,-0.993737801313218,-0.0989452714378267,0.9986515831353464,-12.0739142859556,-1.202185047969595,1.79,1.79,0.0,0.0,2.58,62.870000000000005,0.24,-0.560365235883335,0.7639567715962642
15,8.41,8.187567567567568,7.95,0.1206604663397524,8.29,-0.0899999999999998,0.0,0.0899999999999998,2945.75,-6.4966668735016215,4.766330344070319,-3.935289737931424,7.432468949045911,0.9178243170341712,1.1330643100122595,143.7340747840878,0.1789059389571794,30.66,8.057579376838854,-4.766330344070317,-3.6012667681905315,0.18,0.1513513513513513,2.9762162162162165,3.29,10.522432432432431,11.65,11.554,0.7361529123079585,-0.9971316556076792,-0.0455030841153551,0.9981693590162544,-11.616583787829462,-0.5301109299438874,1.6,1.6000000000000003,0.0,0.0,2.12,52.105,0.21,-0.6693878618520124,0.6305795217384867
16,7.07,4.832972972972972,2.93,1.4262156784412734,4.91,4.11,0.0,0.2299999999999995,1738.0500000000004,-4.381658692494247,-1.438535136657805,-2.9206439604320864,0.0536004445765858,0.9881215313781392,1.7739837995980583,198.1754400958118,0.3061129475413744,49.71000000000001,4.611758475561083,1.4385351366578056,5.78928086923405,0.12,0.0975675675675675,4.282702702702703,4.4,11.941891891891892,12.14,12.118,0.1222721341889617,-0.9819157270972888,-0.1781936292255674,0.9979536385111166,-11.920456926961087,-2.163270658798388,1.73,1.7299999999999998,0.0,0.0,2.15,51.39,0.2,-0.5385873008253951,0.6480079042524893
17,34.66,33.78351351351351,31.93,0.916884313537962,34.33,-2.509999999999998,100.0,0.1799999999999997,12168.05,33.083021552503936,3.7597082972071223,34.66,10.941647525975933,1.4261896519451545,5.613441343357761,6.483542228649853,0.170508078382411,28.94,33.295971550977875,-3.759708297207128,5.328225704153656,0.26,0.2024324324324324,4.216486486486486,4.35,12.637567567567569,13.11,12.878,0.1891432376627371,-0.9742899811490644,-0.2232053336367864,0.99953068403694,-12.772941652864231,-2.92622192397827,1.49,1.4900000000000002,0.0,0.0,2.21,56.3,0.19,-0.6011042099535159,0.5989472136940106
18,13.63,13.256756756756756,12.76,0.331899154775713,13.56,0.5699999999999985,0.0,0.1000000000000014,4774.150000000001,-4.987771829779208,-12.26178205555034,-3.851870895794085,-11.980546726239544,0.7624211601363382,0.2032331852274695,247.86479566210124,0.0540378547329372,-4.460000000000008,13.23741542007938,12.26178205555034,12.642875342980078,0.35,0.3489189189189189,4.4762162162162165,4.61,16.385405405405407,16.89,16.706,0.2751961913881903,-0.8825634587650991,0.4458456250977436,0.9887854065297548,-14.906496818542523,7.530332607900891,0.78,0.7800000000000001,0.0,0.0,2.11,50.94499999999999,0.21,-0.6549761358259056,0.6387973771988604
19,15.57,14.649729729729732,13.67,0.7207259346658249,14.67,-1.3100000000000005,0.0,0.1600000000000001,5274.45,5.740044362548908,13.205874522049088,7.683065637704582,15.28067602595663,2.326819229837356,1.541657589269232,66.50741954610652,0.1856562196569803,-30.31,14.39941773739948,-13.205874522049088,-11.414996341034266,0.26,0.2518918918918919,2.174324324324324,2.25,10.435945945945946,10.75,10.734,0.2557179554779737,-0.993567209543788,0.0907521444593487,0.9977032382450204,-10.68084750259572,0.9755855529379994,0.87,0.8700000000000001,0.0,0.0,1.92,48.830000000000005,0.18,-0.637768648384808,0.5276621259964589
20,26.01,25.13972972972973,23.39,0.7611317550697791,25.52,-1.7699999999999996,100.0,0.1600000000000001,9058.95,-5.049449105205498,-24.00977298704878,4.921392443866711,-21.90737589552219,5.322108540737688,1.514713820284748,258.1233161528567,0.2206755880506922,-26.869999999999976,24.53499816905797,24.00977298704878,26.004484133381197,0.8,0.6283783783783784,5.189459459459459,5.95,9.296756756756755,9.6,9.58,0.2121582027518304,-0.9721164321075392,-0.2305940222686955,0.9990915677151656,-9.332317748232375,-2.213702613779477,0.79,0.7899999999999999,0.0,0.0,2.02,50.145,0.19,-0.6553522007651188,0.5763937914097867
21,3.17,2.0454054054054054,1.37,0.5473256582574929,1.87,-1.5,0.0,0.1200000000000001,732.5999999999999,-1.9562862298218944,0.1330709965173851,-1.3010129024488108,1.464233837585896,0.5081907039882662,0.6166256189323185,176.10860647349102,0.2906542254278796,59.16,1.9608069010243956,-0.1330709965173848,0.8762973937996527,0.8,0.6283783783783784,5.189459459459459,5.95,12.040810810810813,13.21,12.968,0.7274144451536975,-0.9930465615607186,-0.1147280677579315,0.9996519409069512,-13.118145078217092,-1.5155577750822753,0.57,0.57,0.0,0.0,1.9,45.67,0.19,-0.7012455141403325,0.5856603971616198
